composer_name,composer_name-href,song_name,song_name-href,title,type,instrumentation,key,collection,rcm_grade,abrsm_grade,henle_grade
"Brahms, Johannes","http://www.classicalmusicdb.com/composers/view/9","» Walpurgisnacht (""Lieb Mutter, heut Nacht"") in A Minor, Op. 75, No. 4","http://www.classicalmusicdb.com/musics/view/4339","Johannes Brahms:Walpurgisnacht (""Lieb Mutter, heut Nacht"") in A Minor, Op. 75, No. 4from Collection: 4 Ballades and Romances, Op. 75","null","null","A Minor","4 Ballades and Romances, Op. 75","N/A","N/A","N/A"
"Beethoven, Ludwig van","http://www.classicalmusicdb.com/composers/view/6","» Piano Concerto No. 5 in E♭ Major, Op. 73 (Emperor)","http://www.classicalmusicdb.com/musics/view/95","Ludwig van Beethoven:Piano Concerto No. 5 in E♭ Major, Op. 73 (Emperor)","Concerto","Piano & Orchestra","E♭ Major","null","N/A","N/A","N/A"
"Debussy, Claude","http://www.classicalmusicdb.com/composers/view/15","» Étude, L.  136, No. 11 (pour les arpèges composés (composite arpeggios))","http://www.classicalmusicdb.com/musics/view/974","Claude Debussy:Étude, L.  136, No. 11 (pour les arpèges composés (composite arpeggios))from Collection: Douze Études (12 Studies), L. 136","Étude","- Piano Solo","null","Douze Études (12 Studies), L. 136","Grade 11 (ARCT Performance) Piano
 Concert Etudes
Grade 12 (LRCM) Piano* (partial)
 Late 19th- and Early 20th-century Repertoire
 »  two or more of étude nos. 2, 3, 5, 6, 7, 8, 11, or 12","N/A","Level 8/9 (difficult) Piano"
"Schumann, Robert","http://www.classicalmusicdb.com/composers/view/13","» Op. 126, No. 5, Ziemlich langsam, empfindungsvoll vorzutragen","http://www.classicalmusicdb.com/musics/view/2350","Robert Schumann:Op. 126, No. 5, Ziemlich langsam, empfindungsvoll vorzutragenfrom Collection: 7 Clavierstücke in Fughettenform (Piano Pieces in Fughetta Form), Op. 126","null","- Piano Solo","null","7 Clavierstücke in Fughettenform (Piano Pieces in Fughetta Form), Op. 126","N/A","N/A","Level 4/5 (medium) Piano"
"Schumann, Robert","http://www.classicalmusicdb.com/composers/view/13","» Fugue, Op. 72, No. 1, Nicht schnell","http://www.classicalmusicdb.com/musics/view/2320","Robert Schumann:Fugue, Op. 72, No. 1, Nicht schnellfrom Collection: 4 Fugues, Op. 72","Fugue","- Piano Solo","null","4 Fugues, Op. 72","N/A","N/A","Level 6 (medium) Piano"
"Beethoven, Ludwig van","http://www.classicalmusicdb.com/composers/view/6","» Violin Sonata No. 2 in A Major, Op. 12, No. 2","http://www.classicalmusicdb.com/musics/view/5257","Ludwig van Beethoven:Violin Sonata No. 2 in A Major, Op. 12, No. 2","Sonata","Violin & Piano","A Major","null","N/A","N/A","N/A"
"Mozart, Wolfgang Amadeus","http://www.classicalmusicdb.com/composers/view/7","» Ah, più tremar non voglio in F Major, KV  71, K.  71","http://www.classicalmusicdb.com/musics/view/3380","Wolfgang Amadeus Mozart:Ah, più tremar non voglio in F Major, KV  71, K.  71","null","Voice & Orchestra","F Major","null","N/A","N/A","N/A"
"Chopin, Frédéric","http://www.classicalmusicdb.com/composers/view/1","» Mazurka in G Major, Op. 50, No. 1","http://www.classicalmusicdb.com/musics/view/2228","Frédéric Chopin:Mazurka in G Major, Op. 50, No. 1","Mazurka","- Piano Solo","G Major","null","N/A","N/A","Level 5/6 (medium) Piano"
"Brahms, Johannes","http://www.classicalmusicdb.com/composers/view/9","» Hungarian Dance No.18 in D Major, WoO  1, No. 18","http://www.classicalmusicdb.com/musics/view/4542","Johannes Brahms:Hungarian Dance No.18 in D Major, WoO  1, No. 18","Dance","null","D Major","null","N/A","N/A","N/A"
"Brahms, Johannes","http://www.classicalmusicdb.com/composers/view/9","» Suite in A Minor, WoO  Anh.2a, No. 14","http://www.classicalmusicdb.com/musics/view/4800","Johannes Brahms:Suite in A Minor, WoO  Anh.2a, No. 14","null","- Piano Solo","A Minor","null","N/A","N/A","N/A"
"Howells, Herbert","http://www.classicalmusicdb.com/composers/view/550","» A Hymn for St. Cecilia","http://www.classicalmusicdb.com/musics/view/6385","Herbert Howells:A Hymn for St. Cecilia","null","Chorus","null","null","N/A","N/A","N/A"
"Mozart, Wolfgang Amadeus","http://www.classicalmusicdb.com/composers/view/7","» Divertimento (""Piano Trio No.1"") in B♭ Major, KV  254, K.  254","http://www.classicalmusicdb.com/musics/view/3533","Wolfgang Amadeus Mozart:Divertimento (""Piano Trio No.1"") in B♭ Major, KV  254, K.  254","null","Piano Trio","B♭ Major","null","N/A","N/A","N/A"
"Clementi, Muzio","http://www.classicalmusicdb.com/composers/view/37","» Sonatina in G Major, Op. 36, No. 5","http://www.classicalmusicdb.com/musics/view/1260","Muzio Clementi:Sonatina in G Major, Op. 36, No. 5from Collection: Six Progressive Sonatinas for the Piano Forte, Op. 36","Sonatina","- Piano Solo","G Major","Six Progressive Sonatinas for the Piano Forte, Op. 36","Grade 8 Piano* (partial)
 List B: Classical and Classical-style Repertoire","N/A","N/A"
"Mozart, Wolfgang Amadeus","http://www.classicalmusicdb.com/composers/view/7","» Piano Sonata in F Major, KV  15x","http://www.classicalmusicdb.com/musics/view/3296","Wolfgang Amadeus Mozart:Piano Sonata in F Major, KV  15x","Sonata","- Piano Solo","F Major","null","N/A","N/A","N/A"
"Mozart, Wolfgang Amadeus","http://www.classicalmusicdb.com/composers/view/7","» Piano Concerto No. 7 in F Major, KV  242, K.  242 (Lodron)","http://www.classicalmusicdb.com/musics/view/3518","Wolfgang Amadeus Mozart:Piano Concerto No. 7 in F Major, KV  242, K.  242 (Lodron)","Concerto","2 Pianos & Orchestra","F Major","null","N/A","N/A","N/A"
"Pescetti, Giovanni Battista","http://www.classicalmusicdb.com/composers/view/183","» Piano Sonata in C Minor","http://www.classicalmusicdb.com/musics/view/1250","Giovanni Battista Pescetti:Piano Sonata in C Minor","Sonata","- Piano Solo","C Minor","null","Grade 8 Piano* (partial)
 List A: Baroque Repertoire","N/A","N/A"
"Bartók, Béla","http://www.classicalmusicdb.com/composers/view/18","» Six Dances in Bulgarian Rhythm 4, No. 151","http://www.classicalmusicdb.com/musics/view/2087","Béla Bartók:Six Dances in Bulgarian Rhythm 4, No. 151from Collection: Mikrokosmos, Sz. 107","Dance","- Piano Solo","null","Mikrokosmos, Sz. 107","Grade 10 Piano
 List E: 20th- and 21st-century Repertoire","Grade 9 (DipABRSM) Piano","N/A"
"Bach, Johann Sebastian","http://www.classicalmusicdb.com/composers/view/5","» Prelude and Fugue No. 15 in G Major, BWV  884","http://www.classicalmusicdb.com/musics/view/155","Johann Sebastian Bach:Prelude and Fugue No. 15 in G Major, BWV  884from Collection: Das Wohltemperierte Klavier II (The Well-Tempered Clavier 2)","Prelude and Fugue","- Piano Solo","G Major","Das Wohltemperierte Klavier II (The Well-Tempered Clavier 2)","Grade 10 Piano
 List A: Works of J.S. Bach","N/A","N/A"
"Niamath, Linda","http://www.classicalmusicdb.com/composers/view/426","» Bears","http://www.classicalmusicdb.com/musics/view/6263","Linda Niamath:Bearsfrom Collection: A Zoo for You","null","- Piano Solo","null","A Zoo for You","Grade 1 Piano
 List B: Romantic, 20th-, and 21st-century Repertoire","N/A","N/A"
"Mozart, Wolfgang Amadeus","http://www.classicalmusicdb.com/composers/view/7","» Violin Sonata No. 5 in B♭ Major, KV  10, K.  10","http://www.classicalmusicdb.com/musics/view/3267","Wolfgang Amadeus Mozart:Violin Sonata No. 5 in B♭ Major, KV  10, K.  10","Sonata","Violin & Piano","B♭ Major","null","N/A","N/A","N/A"
"Niamath, Linda","http://www.classicalmusicdb.com/composers/view/426","» Playful Puppy","http://www.classicalmusicdb.com/musics/view/5754","Linda Niamath:Playful Puppyfrom Collection: Soda Pop and Other Delights","null","- Piano Solo","null","Soda Pop and Other Delights","Preparatory B Piano
 Repertoire","N/A","N/A"
"Turina, Joaquín","http://www.classicalmusicdb.com/composers/view/205","» Ce que l'on voit sur la Giralda (View from La Giralda), Op. 21, No. 2","http://www.classicalmusicdb.com/musics/view/1825","Joaquín Turina:Ce que l'on voit sur la Giralda (View from La Giralda), Op. 21, No. 2from Collection: Niñerias, Series 1, Op. 21","null","- Piano Solo","null","Niñerias, Series 1, Op. 21","N/A","N/A","N/A"
"Behrens, Jack","http://www.classicalmusicdb.com/composers/view/190","» Léger","http://www.classicalmusicdb.com/musics/view/2094","Jack Behrens:Léger","null","- Piano Solo","null","null","Grade 10 Piano
 List E: 20th- and 21st-century Repertoire","N/A","N/A"
"Lavallée, Calixa","http://www.classicalmusicdb.com/composers/view/174","» Le papillon (The butterfly)","http://www.classicalmusicdb.com/musics/view/1001","Calixa Lavallée:Le papillon (The butterfly)","null","- Piano Solo","null","null","Grade 11 (ARCT Performance) Piano
 Concert Etudes","N/A","N/A"
"Method Book,","http://www.classicalmusicdb.com/composers/view/429","» The Modern Dragon","http://www.classicalmusicdb.com/musics/view/5679","Method Book:The Modern Dragonfrom Collection: The Music Tree, Student’s Book 2A","null","- Piano Solo","null","The Music Tree, Student’s Book 2A","Preparatory A Piano
 Repertoire from Method Books","N/A","N/A"
"Brahms, Johannes","http://www.classicalmusicdb.com/composers/view/9","» Vineta (""Aus des Meeres tiefem Grunde""), Op. 42, No. 2","http://www.classicalmusicdb.com/musics/view/4119","Johannes Brahms:Vineta (""Aus des Meeres tiefem Grunde""), Op. 42, No. 2","Song","Chorus","null","null","N/A","N/A","N/A"
"Rode, Pierre","http://www.classicalmusicdb.com/composers/view/406","» Caprice, No. 21","http://www.classicalmusicdb.com/musics/view/5483","Pierre Rode:Caprice, No. 21from Collection: 24 Caprices","Caprice","Violin Solo","null","24 Caprices","Grade 10 Violin
 Etudes","N/A","N/A"
"Gallant, Pierre","http://www.classicalmusicdb.com/composers/view/134","» “Croc” the Curmudgeon","http://www.classicalmusicdb.com/musics/view/6244","Pierre Gallant:“Croc” the Curmudgeonfrom Collection: Animal Fair","null","- Piano Solo","null","Animal Fair","Grade 1 Piano
 List B: Romantic, 20th-, and 21st-century Repertoire","N/A","N/A"
"Liszt, Franz","http://www.classicalmusicdb.com/composers/view/3","» Transcendental Étude in D♭ Major, No. 11 (Harmonies du Soir)","http://www.classicalmusicdb.com/musics/view/1031","Franz Liszt:Transcendental Étude in D♭ Major, No. 11 (Harmonies du Soir)from Collection: Douze études d'exécution transcendante (Transcendental Études), S. 139","Étude","- Piano Solo","D♭ Major","Douze études d'exécution transcendante (Transcendental Études), S. 139","Grade 11 (ARCT Performance) Piano
 Concert Etudes","N/A","Level 8 (difficult) Piano"
"Rode, Pierre","http://www.classicalmusicdb.com/composers/view/406","» Caprice, No. 23","http://www.classicalmusicdb.com/musics/view/5481","Pierre Rode:Caprice, No. 23from Collection: 24 Caprices","Caprice","Violin Solo","null","24 Caprices","Grade 10 Violin
 Etudes","N/A","N/A"
"Beethoven, Ludwig van","http://www.classicalmusicdb.com/composers/view/6","» Symphony No. 1 in C Major, Op. 21","http://www.classicalmusicdb.com/musics/view/2401","Ludwig van Beethoven:Symphony No. 1 in C Major, Op. 21","Symphony","Orchestra","C Major","null","N/A","N/A","N/A"
"Chopin, Frédéric","http://www.classicalmusicdb.com/composers/view/1","» Impromptu No. 2 in F♯ Major, Op. 36","http://www.classicalmusicdb.com/musics/view/593","Frédéric Chopin:Impromptu No. 2 in F♯ Major, Op. 36","Impromptu","- Piano Solo","F♯ Major","null","Grade 11 (ARCT Performance) Piano
 List C: Romantic Repertoire","N/A","Level 7 (difficult) Piano"
"Schumann, Robert","http://www.classicalmusicdb.com/composers/view/13","» Davidsbündlertänze, Op. 6","http://www.classicalmusicdb.com/musics/view/2316","Robert Schumann:Davidsbündlertänze, Op. 6","null","- Piano Solo","null","null","Grade 12 (LRCM) Piano
 Romantic Repertoire","N/A","Level 7 (difficult) Piano"
"Mozart, Wolfgang Amadeus","http://www.classicalmusicdb.com/composers/view/7","» Schon lacht der holde Frühling in B♭ Major, KV  580, K.  580","http://www.classicalmusicdb.com/musics/view/3876","Wolfgang Amadeus Mozart:Schon lacht der holde Frühling in B♭ Major, KV  580, K.  580","null","Voice & Orchestra","B♭ Major","null","N/A","N/A","N/A"
"Locatelli, Pietro","http://www.classicalmusicdb.com/composers/view/405","» Caprice No. 13, Op. 3","http://www.classicalmusicdb.com/musics/view/5442","Pietro Locatelli:Caprice No. 13, Op. 3from Collection: L'arte del violino, Op. 3","Caprice","Violin Solo","null","L'arte del violino, Op. 3","Grade 10 Violin
 Etudes","N/A","N/A"
"Mozart, Wolfgang Amadeus","http://www.classicalmusicdb.com/composers/view/7","» Symphony No.48 in D Major, KV  111a, K.  120","http://www.classicalmusicdb.com/musics/view/3418","Wolfgang Amadeus Mozart:Symphony No.48 in D Major, KV  111a, K.  120","Symphony","Orchestra","D Major","null","N/A","N/A","N/A"
"Prokofiev, Sergei Sergeyevich","http://www.classicalmusicdb.com/composers/view/49","» Étude in C Minor, Op. 2, No. 3","http://www.classicalmusicdb.com/musics/view/1097","Sergei Sergeyevich Prokofiev:Étude in C Minor, Op. 2, No. 3from Collection: 4 Etudes, Op. 2","Étude","- Piano Solo","C Minor","4 Etudes, Op. 2","Grade 11 (ARCT Performance) Piano
 Concert Etudes","N/A","N/A"
"Method Book,","http://www.classicalmusicdb.com/composers/view/429","» Rock Group","http://www.classicalmusicdb.com/musics/view/5642","Method Book:Rock Groupfrom Collection: Bastien Piano Basics, Piano 1","null","- Piano Solo","null","Bastien Piano Basics, Piano 1","Preparatory A Piano
 Repertoire from Method Books","N/A","N/A"
"Mozart, Wolfgang Amadeus","http://www.classicalmusicdb.com/composers/view/7","» Per queste tue manine in C Major, KV  540b","http://www.classicalmusicdb.com/musics/view/3830","Wolfgang Amadeus Mozart:Per queste tue manine in C Major, KV  540b","null","2 Voices & Orchestra","C Major","null","N/A","N/A","N/A"
"Schumann, Robert","http://www.classicalmusicdb.com/composers/view/13","» Armes Waisenkind (The poor orphan) in A Minor, Op. 68, No. 6","http://www.classicalmusicdb.com/musics/view/1359","Robert Schumann:Armes Waisenkind (The poor orphan) in A Minor, Op. 68, No. 6from Collection: Album für die Jugend (Album for the Young), Op. 68","null","- Piano Solo","A Minor","Album für die Jugend (Album for the Young), Op. 68","N/A","N/A","Level 3 (easy) Piano"
"Hétu, Jacques","http://www.classicalmusicdb.com/composers/view/159","» Rondo varié pour violon seul, Op. 25","http://www.classicalmusicdb.com/musics/view/5594","Jacques Hétu:Rondo varié pour violon seul, Op. 25","null","Violin Solo","null","null","Grade 11 (ARCT Performance) Violin
 List D: Unaccompanied Repertoire","N/A","N/A"
"Brahms, Johannes","http://www.classicalmusicdb.com/composers/view/9","» Minnelied (""Holder klingt der Vogelsang"") in C Major, Op. 71, No. 5","http://www.classicalmusicdb.com/musics/view/4325","Johannes Brahms:Minnelied (""Holder klingt der Vogelsang"") in C Major, Op. 71, No. 5from Collection: 5 Songs, Op. 71","Song","Voice & Piano","C Major","5 Songs, Op. 71","N/A","N/A","N/A"
"Brahms, Johannes","http://www.classicalmusicdb.com/composers/view/9","» Clarinet Trio in A Minor, Op. 114","http://www.classicalmusicdb.com/musics/view/4485","Johannes Brahms:Clarinet Trio in A Minor, Op. 114","null","null","A Minor","null","N/A","N/A","N/A"
"Mendelssohn, Felix","http://www.classicalmusicdb.com/composers/view/11","» Lieder ohne Worte in B Minor, Op. 30, No. 4, Agitato e con fuoco","http://www.classicalmusicdb.com/musics/view/1328","Felix Mendelssohn:Lieder ohne Worte in B Minor, Op. 30, No. 4, Agitato e con fuocofrom Collection: Lieder ohne Worte (Songs Without Words) Book 2, Op. 30","null","- Piano Solo","B Minor","Lieder ohne Worte (Songs Without Words) Book 2, Op. 30","N/A","N/A","N/A"
"Schumann, Robert","http://www.classicalmusicdb.com/composers/view/13","» Gukkuk im Versteck (Cuckoo in hiding), Op. 68, No. Anhang I","http://www.classicalmusicdb.com/musics/view/2244","Robert Schumann:Gukkuk im Versteck (Cuckoo in hiding), Op. 68, No. Anhang Ifrom Collection: Album für die Jugend (Album for the Young), Op. 68","null","- Piano Solo","null","Album für die Jugend (Album for the Young), Op. 68","N/A","N/A","Level 2/3 (easy) Piano"
"Alexander, Dennis","http://www.classicalmusicdb.com/composers/view/430","» Frogs and Snakes","http://www.classicalmusicdb.com/musics/view/6227","Dennis Alexander:Frogs and Snakesfrom Collection: Especially for Boys","null","- Piano Solo","null","Especially for Boys","Grade 1 Piano
 List B: Romantic, 20th-, and 21st-century Repertoire","N/A","N/A"
"Muczynski, Robert","http://www.classicalmusicdb.com/composers/view/225","» Prélude, Op. 6, No. 2, Lento","http://www.classicalmusicdb.com/musics/view/1768","Robert Muczynski:Prélude, Op. 6, No. 2, Lentofrom Collection: 6 Preludes, Op. 6","Prélude","- Piano Solo","null","6 Preludes, Op. 6","N/A","N/A","N/A"
"Weber, Carl Maria von","http://www.classicalmusicdb.com/composers/view/169","» Sonata in C Major, Op. 10, No. 6","http://www.classicalmusicdb.com/musics/view/5104","Carl Maria von Weber:Sonata in C Major, Op. 10, No. 6from Collection: 6 sonates progressives pour le pianoforte avec violon obligé,, Op. 10","Sonata","Voice & Piano","C Major","6 sonates progressives pour le pianoforte avec violon obligé,, Op. 10","N/A","N/A","N/A"
"Mozart, Wolfgang Amadeus","http://www.classicalmusicdb.com/composers/view/7","» Minuet in D Major, KV  576a, K.  Anh.34","http://www.classicalmusicdb.com/musics/view/3871","Wolfgang Amadeus Mozart:Minuet in D Major, KV  576a, K.  Anh.34","Minuet","- Piano Solo","D Major","null","N/A","N/A","N/A"
